symbol,series,date,Prev Close,open,high,low,Last Price,close,Average Price,volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
RELIANCE,EQ,22-Jul-2025,"1,428.60","1,427.40","1,431.90","1,410.70","1,413.80","1,412.80","1,417.05","2,03,96,320","28,90,27,00,383.40","5,04,145","1,60,46,485",78.67
RELIANCE,EQ,21-Jul-2025,"1,476.00","1,465.00","1,476.00","1,423.10","1,428.20","1,428.60","1,435.24","2,24,42,744","32,21,07,51,693.50","6,30,358","1,53,00,469",68.18
RELIANCE,EQ,18-Jul-2025,"1,476.40","1,484.80","1,484.80","1,469.10","1,476.00","1,476.00","1,475.20","1,02,96,318","15,18,91,04,342.00","2,22,241","78,06,111",75.81
RELIANCE,EQ,17-Jul-2025,"1,485.60","1,487.40","1,489.60","1,473.90","1,478.70","1,476.40","1,479.78","1,18,54,613","17,54,22,05,685.80","1,89,733","79,88,502",67.39
RELIANCE,EQ,16-Jul-2025,"1,485.40","1,473.00","1,491.00","1,471.50","1,486.20","1,485.60","1,481.43","1,04,09,983","15,42,16,36,574.60","1,91,598","71,55,850",68.74
RELIANCE,EQ,15-Jul-2025,"1,483.70","1,486.20","1,496.50","1,482.40","1,488.50","1,485.40","1,487.92","81,32,454","12,10,04,48,372.90","1,73,756","53,61,113",65.92
RELIANCE,EQ,14-Jul-2025,"1,495.20","1,492.20","1,500.00","1,479.10","1,486.40","1,483.70","1,487.76","1,03,11,846","15,34,15,29,534.70","1,86,122","79,80,365",77.39
RELIANCE,EQ,11-Jul-2025,"1,517.20","1,512.00","1,515.00","1,490.30","1,495.00","1,495.20","1,496.06","72,34,991","10,82,39,82,872.20","1,78,490","52,35,926",72.37
RELIANCE,EQ,10-Jul-2025,"1,519.00","1,519.70","1,524.70","1,507.50","1,515.20","1,517.20","1,516.20","1,00,47,129","15,23,34,58,376.40","2,89,035","50,54,620",50.31
RELIANCE,EQ,09-Jul-2025,"1,537.60","1,536.70","1,551.00","1,510.10","1,520.50","1,519.00","1,532.97","88,70,660","13,59,84,41,338.60","2,54,524","52,73,816",59.45
RELIANCE,EQ,08-Jul-2025,"1,541.50","1,536.00","1,544.90","1,530.20","1,538.00","1,537.60","1,536.23","71,71,261","11,01,66,84,351.60","1,91,265","42,36,138",59.07
RELIANCE,EQ,07-Jul-2025,"1,527.30","1,526.60","1,544.80","1,525.00","1,540.50","1,541.50","1,539.06","72,51,074","11,15,98,58,745.50","2,05,134","47,90,308",66.06
RELIANCE,EQ,04-Jul-2025,"1,517.80","1,524.00","1,530.00","1,517.20","1,528.10","1,527.30","1,523.57","66,03,501","10,06,09,08,691.00","1,67,255","39,84,058",60.33
RELIANCE,EQ,03-Jul-2025,"1,518.80","1,520.80","1,531.90","1,513.00","1,515.00","1,517.80","1,520.57","1,12,83,291","17,15,69,79,936.80","2,58,008","40,04,213",35.49
RELIANCE,EQ,02-Jul-2025,"1,528.40","1,528.40","1,530.00","1,508.70","1,517.10","1,518.80","1,518.29","63,61,002","9,65,78,44,399.40","1,83,873","30,82,049",48.45
RELIANCE,EQ,01-Jul-2025,"1,500.60","1,500.60","1,531.40","1,500.10","1,526.80","1,528.40","1,522.95","1,03,68,523","15,79,07,50,945.40","2,32,573","57,60,652",55.56
RELIANCE,EQ,30-Jun-2025,"1,515.40","1,513.80","1,524.80","1,496.00","1,499.90","1,500.60","1,509.28","84,09,527","12,69,23,29,820.10","2,42,195","49,74,592",59.15
RELIANCE,EQ,27-Jun-2025,"1,495.30","1,499.40","1,522.00","1,496.90","1,514.00","1,515.40","1,511.99","1,11,17,052","16,80,89,08,375.40","2,69,877","67,18,471",60.43
RELIANCE,EQ,26-Jun-2025,"1,467.30","1,469.10","1,498.80","1,465.10","1,495.30","1,495.30","1,488.16","1,46,57,893","21,81,33,25,246.10","2,47,215","88,78,317",60.57
RELIANCE,EQ,25-Jun-2025,"1,450.80","1,464.00","1,472.40","1,460.50","1,467.60","1,467.30","1,467.46","75,25,851","11,04,38,61,535.40","1,97,720","48,92,013",65.00
RELIANCE,EQ,24-Jun-2025,"1,456.80","1,465.00","1,475.00","1,443.10","1,456.80","1,450.80","1,456.68","1,64,02,744","23,89,35,22,923.20","2,84,313","95,41,159",58.17
RELIANCE,EQ,23-Jun-2025,"1,466.20","1,453.00","1,463.80","1,442.00","1,456.00","1,456.80","1,453.48","59,89,078","8,70,50,05,211.50","2,26,309","33,05,165",55.19
RELIANCE,EQ,20-Jun-2025,"1,433.30","1,431.00","1,471.00","1,428.10","1,464.10","1,466.20","1,462.68","2,90,10,635","42,43,33,00,495.60","2,76,278","2,27,29,686",78.35
RELIANCE,EQ,19-Jun-2025,"1,430.10","1,430.10","1,439.90","1,425.70","1,428.00","1,433.30","1,433.80","1,00,07,230","14,34,83,70,217.60","1,79,473","47,37,355",47.34
RELIANCE,EQ,18-Jun-2025,"1,431.20","1,430.00","1,442.80","1,425.70","1,429.70","1,430.10","1,431.31","66,81,735","9,56,36,29,434.00","1,38,211","40,52,693",60.65
RELIANCE,EQ,17-Jun-2025,"1,437.80","1,448.00","1,448.00","1,425.80","1,430.00","1,431.20","1,432.15","1,03,66,599","14,84,65,17,402.40","1,91,173","56,67,420",54.67
RELIANCE,EQ,16-Jun-2025,"1,427.90","1,426.90","1,442.40","1,424.40","1,436.90","1,437.80","1,436.42","84,58,093","12,14,94,12,490.70","2,13,623","61,27,753",72.45
RELIANCE,EQ,13-Jun-2025,"1,441.60","1,424.00","1,435.50","1,414.30","1,427.50","1,427.90","1,423.95","97,57,276","13,89,39,05,321.30","2,02,256","61,38,313",62.91
RELIANCE,EQ,12-Jun-2025,"1,448.90","1,453.50","1,457.00","1,434.40","1,439.50","1,441.60","1,444.32","88,28,114","12,75,06,12,321.30","1,90,194","34,78,490",39.40
RELIANCE,EQ,11-Jun-2025,"1,438.50","1,445.80","1,468.60","1,443.10","1,448.00","1,448.90","1,456.11","81,95,700","11,93,38,50,942.70","1,84,593","43,18,503",52.69
RELIANCE,EQ,10-Jun-2025,"1,448.80","1,450.00","1,453.90","1,436.00","1,437.30","1,438.50","1,442.59","79,13,181","11,41,54,76,580.50","1,67,203","50,70,083",64.07
RELIANCE,EQ,09-Jun-2025,"1,443.50","1,457.00","1,457.50","1,445.30","1,447.20","1,448.80","1,449.95","78,85,125","11,43,30,33,631.80","1,59,916","59,67,583",75.68
RELIANCE,EQ,06-Jun-2025,"1,442.40","1,441.00","1,451.50","1,437.00","1,443.00","1,443.50","1,444.22","81,82,161","11,81,68,75,426.10","1,79,734","46,79,792",57.20
RELIANCE,EQ,05-Jun-2025,"1,423.50","1,428.00","1,454.70","1,423.60","1,442.70","1,442.40","1,442.72","1,37,16,817","19,78,94,68,217.00","3,04,069","74,77,692",54.51
RELIANCE,EQ,04-Jun-2025,"1,405.50","1,414.70","1,425.70","1,406.10","1,421.00","1,423.50","1,415.78","81,26,827","11,50,58,06,730.50","1,52,064","59,20,673",72.85
RELIANCE,EQ,03-Jun-2025,"1,413.70","1,422.30","1,426.50","1,403.40","1,405.40","1,405.50","1,412.34","1,12,52,626","15,89,25,72,174.10","2,30,110","73,59,424",65.40
RELIANCE,EQ,02-Jun-2025,"1,420.90","1,412.10","1,417.50","1,395.60","1,412.60","1,413.70","1,407.75","80,98,668","11,40,08,64,785.00","1,89,977","47,54,923",58.71
RELIANCE,EQ,30-May-2025,"1,417.80","1,418.00","1,430.60","1,409.70","1,417.90","1,420.90","1,419.89","1,37,88,484","19,57,81,54,095.00","1,55,127","83,40,438",60.49
RELIANCE,EQ,29-May-2025,"1,412.90","1,412.10","1,420.00","1,408.60","1,419.50","1,417.80","1,414.72","1,37,71,917","19,48,34,24,681.60","2,65,116","96,32,471",69.94
RELIANCE,EQ,28-May-2025,"1,422.10","1,420.10","1,422.60","1,410.70","1,412.80","1,412.90","1,414.99","59,44,611","8,41,15,75,745.50","1,69,185","37,12,454",62.45
RELIANCE,EQ,27-May-2025,"1,434.80","1,426.10","1,437.00","1,413.90","1,424.20","1,422.10","1,421.81","1,26,40,414","17,97,22,11,281.70","2,11,047","69,65,099",55.10
RELIANCE,EQ,26-May-2025,"1,426.80","1,432.00","1,441.00","1,425.10","1,435.90","1,434.80","1,437.16","48,42,944","6,96,01,05,851.40","1,71,837","28,06,268",57.95
RELIANCE,EQ,23-May-2025,"1,409.40","1,406.60","1,433.80","1,406.60","1,426.00","1,426.80","1,424.63","64,74,883","9,22,43,12,172.60","1,35,371","37,88,597",58.51
RELIANCE,EQ,22-May-2025,"1,429.20","1,421.20","1,423.80","1,396.90","1,411.50","1,409.40","1,406.85","1,21,34,466","17,07,14,02,011.90","2,28,031","74,20,006",61.15
RELIANCE,EQ,21-May-2025,"1,424.60","1,423.90","1,436.20","1,418.10","1,428.20","1,429.20","1,427.75","61,36,364","8,76,12,09,045.90","2,32,529","34,99,009",57.02
RELIANCE,EQ,20-May-2025,"1,440.80","1,438.20","1,445.00","1,421.80","1,424.50","1,424.60","1,429.91","1,12,70,560","16,11,59,06,328.30","1,82,531","80,38,555",71.32
RELIANCE,EQ,19-May-2025,"1,456.40","1,452.10","1,454.60","1,438.20","1,442.90","1,440.80","1,443.67","61,95,791","8,94,47,05,922.30","1,44,606","38,90,227",62.79
RELIANCE,EQ,16-May-2025,"1,454.20","1,453.20","1,461.00","1,447.30","1,454.80","1,456.40","1,455.16","90,36,695","13,14,97,97,875.40","1,96,322","63,26,662",70.01
RELIANCE,EQ,15-May-2025,"1,424.40","1,425.00","1,461.40","1,412.70","1,453.00","1,454.20","1,441.41","2,01,77,211","29,08,36,83,834.80","3,14,261","1,11,62,761",55.32
RELIANCE,EQ,14-May-2025,"1,415.70","1,420.00","1,429.90","1,415.50","1,425.20","1,424.40","1,423.31","55,70,160","7,92,80,45,614.70","1,45,014","30,82,135",55.33
RELIANCE,EQ,13-May-2025,"1,436.50","1,433.50","1,447.70","1,412.40","1,416.50","1,415.70","1,423.23","1,14,07,896","16,23,61,02,678.90","2,81,992","59,36,423",52.04
RELIANCE,EQ,12-May-2025,"1,377.20","1,400.00","1,439.00","1,400.00","1,436.90","1,436.50","1,426.35","1,06,74,081","15,22,49,70,250.50","3,10,602","69,95,270",65.54
RELIANCE,EQ,09-May-2025,"1,407.00","1,385.50","1,394.80","1,374.50","1,379.50","1,377.20","1,382.39","1,36,68,904","18,89,57,51,340.10","3,88,013","1,01,91,308",74.56
RELIANCE,EQ,08-May-2025,"1,406.00","1,404.10","1,420.80","1,398.00","1,398.00","1,407.00","1,410.51","1,61,06,175","22,71,78,78,064.30","2,31,342","99,93,501",62.05
RELIANCE,EQ,07-May-2025,"1,420.90","1,420.90","1,424.40","1,402.70","1,405.90","1,406.00","1,412.79","1,34,40,169","18,98,81,26,278.30","2,22,903","99,34,849",73.92
RELIANCE,EQ,06-May-2025,"1,431.30","1,431.00","1,432.00","1,410.60","1,418.00","1,420.90","1,419.01","1,40,84,117","19,98,55,59,677.40","2,26,761","1,01,24,390",71.89
RELIANCE,EQ,05-May-2025,"1,422.40","1,431.00","1,439.50","1,426.90","1,430.00","1,431.30","1,432.00","1,26,85,649","18,16,58,43,553.00","2,04,503","94,47,755",74.48
RELIANCE,EQ,02-May-2025,"1,405.00","1,414.00","1,426.70","1,409.10","1,422.50","1,422.40","1,419.65","1,75,35,402","24,89,41,40,200.00","3,78,385","1,13,23,037",64.57
RELIANCE,EQ,30-Apr-2025,"1,399.70","1,402.00","1,412.40","1,369.00","1,395.00","1,405.00","1,404.87","2,54,80,745","35,79,72,20,282.00","5,98,769","1,83,05,940",71.84
RELIANCE,EQ,29-Apr-2025,"1,368.80","1,371.00","1,410.90","1,370.00","1,398.90","1,399.70","1,395.77","3,25,38,970","45,41,70,61,104.50","6,80,195","2,16,85,829",66.65
RELIANCE,EQ,28-Apr-2025,"1,300.40","1,340.00","1,374.60","1,320.20","1,366.30","1,368.80","1,355.02","3,11,04,496","42,14,71,23,069.00","8,93,347","1,79,39,278",57.67
RELIANCE,EQ,25-Apr-2025,"1,301.60","1,303.50","1,325.20","1,288.10","1,301.00","1,300.40","1,303.30","1,44,31,012","18,80,79,07,514.70","3,07,093","69,43,157",48.11
RELIANCE,EQ,24-Apr-2025,"1,300.00","1,292.40","1,304.50","1,290.30","1,303.50","1,301.60","1,298.32","1,04,68,940","13,59,20,84,385.00","1,81,309","70,34,174",67.19
RELIANCE,EQ,23-Apr-2025,"1,291.20","1,297.00","1,306.00","1,285.40","1,297.00","1,300.00","1,297.08","1,04,80,888","13,59,45,97,555.00","2,32,149","66,81,779",63.75
RELIANCE,EQ,22-Apr-2025,"1,295.50","1,300.00","1,303.90","1,286.30","1,289.00","1,291.20","1,295.99","1,30,51,707","16,91,49,00,850.30","2,29,331","92,26,837",70.69
RELIANCE,EQ,21-Apr-2025,"1,274.50","1,270.00","1,300.90","1,267.00","1,295.20","1,295.50","1,291.47","1,04,29,964","13,46,99,49,890.00","2,57,857","65,83,600",63.12
RELIANCE,EQ,17-Apr-2025,"1,239.30","1,240.20","1,280.20","1,227.60","1,273.00","1,274.50","1,260.38","1,53,98,401","19,40,78,71,411.00","3,21,235","86,57,714",56.22
RELIANCE,EQ,16-Apr-2025,"1,240.10","1,234.10","1,240.90","1,229.00","1,238.00","1,239.30","1,235.61","82,48,464","10,19,18,64,641.70","1,64,065","51,88,216",62.90
RELIANCE,EQ,15-Apr-2025,"1,218.95","1,251.00","1,251.00","1,237.10","1,239.60","1,240.10","1,242.83","1,33,78,535","16,62,71,77,949.10","1,99,888","91,93,395",68.72
RELIANCE,EQ,11-Apr-2025,"1,185.35","1,195.15","1,222.65","1,195.15","1,220.00","1,218.95","1,214.05","1,12,24,242","13,62,68,31,085.65","1,87,059","62,66,581",55.83
RELIANCE,EQ,09-Apr-2025,"1,182.20","1,169.50","1,189.80","1,168.00","1,187.50","1,185.35","1,183.08","1,02,23,104","12,09,47,49,463.20","1,93,325","59,95,139",58.64
RELIANCE,EQ,08-Apr-2025,"1,165.70","1,172.00","1,196.60","1,163.30","1,181.05","1,182.20","1,179.50","1,95,55,040","23,06,52,09,423.00","3,14,171","1,04,71,288",53.55
RELIANCE,EQ,07-Apr-2025,"1,204.70","1,132.20","1,171.25","1,114.85","1,171.25","1,165.70","1,150.54","2,21,56,106","25,49,15,01,838.90","6,77,564","1,45,72,975",65.77
RELIANCE,EQ,04-Apr-2025,"1,248.70","1,241.10","1,245.45","1,193.15","1,205.90","1,204.70","1,206.62","1,79,08,652","21,60,89,77,995.10","5,42,347","1,13,44,617",63.35
RELIANCE,EQ,03-Apr-2025,"1,251.15","1,233.05","1,251.80","1,233.05","1,248.50","1,248.70","1,246.31","74,34,366","9,26,55,30,670.85","1,46,316","46,03,545",61.92
RELIANCE,EQ,02-Apr-2025,"1,252.60","1,247.55","1,255.55","1,243.90","1,252.00","1,251.15","1,251.04","1,01,42,590","12,68,88,02,512.15","1,77,979","72,14,275",71.13
RELIANCE,EQ,01-Apr-2025,"1,275.10","1,264.60","1,277.90","1,249.30","1,254.00","1,252.60","1,260.72","1,20,99,648","15,25,42,61,046.80","2,60,862","64,34,612",53.18
RELIANCE,EQ,28-Mar-2025,"1,278.20","1,280.00","1,295.75","1,269.00","1,274.00","1,275.10","1,278.15","1,81,47,129","23,19,47,74,030.90","2,65,113","98,48,533",54.27
RELIANCE,EQ,27-Mar-2025,"1,273.05","1,278.15","1,285.00","1,271.30","1,280.00","1,278.20","1,278.90","1,50,28,056","19,21,93,99,902.90","2,24,828","98,93,824",65.84
RELIANCE,EQ,26-Mar-2025,"1,285.45","1,291.00","1,293.80","1,268.75","1,270.90","1,273.05","1,279.04","1,20,74,747","15,44,40,62,345.35","2,92,138","81,21,899",67.26
