symbol,series,date,Prev Close,open,high,low,Last Price,close,Average Price,volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,22-Aug-2025,"3,102.60","3,086.00","3,095.70","3,050.00","3,054.70","3,054.00","3,068.45","15,93,791","4,89,04,62,450.30","82,740","8,36,020",52.45
TCS,EQ,21-Aug-2025,"3,098.60","3,130.00","3,130.00","3,083.10","3,100.00","3,102.60","3,107.84","32,30,726","10,04,05,86,025.70","1,19,697","20,28,606",62.79
TCS,EQ,20-Aug-2025,"3,016.20","3,010.90","3,103.40","3,010.90","3,094.80","3,098.60","3,078.21","49,52,358","15,24,44,01,986.40","1,90,110","32,10,074",64.82
TCS,EQ,19-Aug-2025,"3,011.20","3,011.20","3,025.00","3,011.10","3,018.00","3,016.20","3,016.58","26,50,784","7,99,62,91,836.90","1,19,303","20,72,920",78.20
TCS,EQ,18-Aug-2025,"3,022.30","3,046.50","3,049.00","3,003.40","3,013.00","3,011.20","3,015.34","29,45,609","8,88,20,05,616.60","1,37,367","20,14,568",68.39
TCS,EQ,14-Aug-2025,"3,036.20","3,034.00","3,055.90","3,019.10","3,022.50","3,022.30","3,032.52","33,42,174","10,13,52,12,616.40","1,94,661","22,90,360",68.53
TCS,EQ,13-Aug-2025,"3,035.40","3,036.10","3,044.40","3,028.60","3,035.00","3,036.20","3,037.72","21,48,166","6,52,55,33,464.30","1,17,340","14,87,436",69.24
TCS,EQ,12-Aug-2025,"3,040.80","3,041.00","3,096.40","3,026.90","3,039.80","3,035.40","3,057.38","33,58,232","10,26,73,95,734.80","1,65,565","20,92,242",62.30
TCS,EQ,11-Aug-2025,"3,036.40","3,036.40","3,049.90","3,021.30","3,042.00","3,040.80","3,040.50","18,84,215","5,72,89,58,255.60","1,32,617","13,40,095",71.12
TCS,EQ,08-Aug-2025,"3,047.00","3,048.10","3,059.80","3,025.00","3,031.90","3,036.40","3,043.58","27,62,140","8,40,68,05,181.00","1,19,961","19,11,858",69.22
TCS,EQ,07-Aug-2025,"3,032.30","3,016.00","3,051.60","3,010.90","3,049.10","3,047.00","3,032.09","25,43,076","7,71,08,29,083.30","1,38,156","16,64,541",65.45
TCS,EQ,06-Aug-2025,"3,063.90","3,063.00","3,066.80","3,026.00","3,031.60","3,032.30","3,037.10","14,87,081","4,51,64,12,670.50","1,09,992","10,06,545",67.69
TCS,EQ,05-Aug-2025,"3,074.40","3,074.40","3,077.50","3,042.00","3,060.00","3,063.90","3,057.96","19,27,996","5,89,57,39,286.30","1,18,848","13,80,270",71.59
TCS,EQ,04-Aug-2025,"3,003.00","3,009.10","3,079.40","2,991.60","3,078.70","3,074.40","3,046.24","25,19,252","7,67,42,44,863.50","1,54,005","17,75,012",70.46
TCS,EQ,01-Aug-2025,"3,036.80","3,029.90","3,036.80","3,000.00","3,001.10","3,003.00","3,013.79","20,53,847","6,18,98,63,144.50","1,54,119","13,78,316",67.11
TCS,EQ,31-Jul-2025,"3,053.60","3,041.70","3,059.80","3,015.00","3,033.20","3,036.80","3,034.36","29,68,371","9,00,71,05,954.30","1,99,367","18,43,385",62.10
TCS,EQ,30-Jul-2025,"3,056.00","3,060.00","3,069.00","3,047.20","3,052.10","3,053.60","3,058.58","28,80,121","8,80,90,78,906.80","1,27,490","22,97,558",79.77
TCS,EQ,29-Jul-2025,"3,079.30","3,060.00","3,074.00","3,041.20","3,057.00","3,056.00","3,056.04","47,85,312","14,62,40,90,930.70","2,47,039","37,01,660",77.35
TCS,EQ,28-Jul-2025,"3,135.80","3,110.00","3,118.00","3,069.90","3,085.80","3,079.30","3,092.56","33,74,473","10,43,57,52,450.00","2,73,133","22,28,745",66.05
TCS,EQ,25-Jul-2025,"3,148.00","3,140.00","3,156.90","3,125.60","3,140.00","3,135.80","3,140.77","25,68,917","8,06,83,75,805.90","1,05,704","18,65,883",72.63
TCS,EQ,24-Jul-2025,"3,179.10","3,165.10","3,173.70","3,140.00","3,144.90","3,148.00","3,155.37","29,34,778","9,26,03,12,011.30","1,02,612","20,78,166",70.81
TCS,EQ,23-Jul-2025,"3,159.60","3,159.60","3,182.00","3,157.60","3,175.00","3,179.10","3,169.59","19,22,875","6,09,47,30,938.80","96,628","14,44,368",75.12
TCS,EQ,22-Jul-2025,"3,158.20","3,159.60","3,180.10","3,154.60","3,164.70","3,159.60","3,163.54","31,98,036","10,11,71,07,299.10","1,38,279","23,68,727",74.07
TCS,EQ,21-Jul-2025,"3,189.90","3,190.00","3,197.60","3,152.00","3,158.90","3,158.20","3,162.44","38,44,346","12,15,75,19,336.90","1,95,683","30,15,136",78.43
TCS,EQ,18-Jul-2025,"3,209.20","3,225.00","3,228.80","3,187.00","3,189.60","3,189.90","3,201.13","34,32,645","10,98,83,48,160.40","1,95,464","26,99,991",78.66
TCS,EQ,17-Jul-2025,"3,233.10","3,224.10","3,242.00","3,204.10","3,207.70","3,209.20","3,220.48","29,47,640","9,49,28,07,475.50","1,57,207","18,67,207",63.35
TCS,EQ,16-Jul-2025,"3,252.30","3,227.00","3,244.90","3,220.60","3,230.90","3,233.10","3,235.91","25,40,733","8,22,15,86,412.60","1,72,998","18,36,366",72.28
TCS,EQ,15-Jul-2025,"3,222.70","3,206.00","3,259.40","3,206.00","3,252.00","3,252.30","3,243.32","25,90,889","8,40,30,81,368.10","1,71,257","17,62,338",68.02
TCS,BL,14-Jul-2025,"4,160.70","3,266.00","3,266.00","3,266.00","3,266.00","3,266.00","3,266.00","3,33,698","1,08,98,57,668.00",1,-,-
TCS,EQ,14-Jul-2025,"3,266.00","3,266.00","3,272.00","3,200.00","3,227.50","3,222.70","3,224.72","39,24,009","12,65,38,11,861.80","3,96,894","27,60,493",70.35
TCS,EQ,11-Jul-2025,"3,382.00","3,299.90","3,335.00","3,261.10","3,264.50","3,266.00","3,295.45","76,35,550","25,16,25,51,686.40","5,52,284","50,62,574",66.30
TCS,EQ,10-Jul-2025,"3,383.80","3,380.00","3,399.00","3,356.00","3,395.00","3,382.00","3,379.02","30,35,012","10,25,53,61,029.90","1,76,792","17,19,068",56.64
TCS,EQ,09-Jul-2025,"3,406.20","3,410.00","3,414.00","3,367.00","3,386.00","3,383.80","3,387.16","20,34,938","6,89,26,61,354.30","1,91,376","12,79,329",62.87
TCS,EQ,08-Jul-2025,"3,411.70","3,405.00","3,425.00","3,393.40","3,406.00","3,406.20","3,407.01","23,25,242","7,92,21,16,743.70","1,78,045","16,61,198",71.44
TCS,EQ,07-Jul-2025,"3,419.80","3,418.30","3,426.10","3,408.40","3,410.60","3,411.70","3,417.70","16,39,174","5,60,22,06,127.80","73,810","11,18,374",68.23
TCS,EQ,04-Jul-2025,"3,400.80","3,408.00","3,427.00","3,390.10","3,420.00","3,419.80","3,413.91","11,09,320","3,78,71,17,009.90","87,593","6,44,036",58.06
TCS,EQ,03-Jul-2025,"3,423.30","3,430.00","3,435.30","3,397.60","3,400.00","3,400.80","3,414.55","25,31,870","8,64,52,07,975.40","1,31,370","18,19,603",71.87
TCS,EQ,02-Jul-2025,"3,429.70","3,487.20","3,489.90","3,420.00","3,423.50","3,423.30","3,445.44","30,90,585","10,64,84,36,048.10","1,11,947","17,16,364",55.54
TCS,EQ,01-Jul-2025,"3,462.00","3,455.00","3,485.00","3,413.50","3,430.00","3,429.70","3,439.04","23,75,183","8,16,83,54,151.00","1,25,874","13,76,618",57.96
TCS,EQ,30-Jun-2025,"3,441.10","3,439.90","3,464.90","3,430.00","3,460.00","3,462.00","3,452.05","14,68,351","5,06,88,27,379.20","1,30,938","9,52,875",64.89
TCS,EQ,27-Jun-2025,"3,441.80","3,455.00","3,466.40","3,431.00","3,445.00","3,441.10","3,445.16","17,78,433","6,12,69,78,962.50","1,22,369","11,39,101",64.05
TCS,EQ,26-Jun-2025,"3,444.80","3,444.80","3,451.40","3,415.30","3,443.00","3,441.80","3,437.70","28,79,106","9,89,75,01,153.90","1,43,687","17,17,081",59.64
TCS,EQ,25-Jun-2025,"3,390.40","3,407.30","3,450.00","3,400.00","3,443.00","3,444.80","3,422.33","17,57,699","6,01,54,21,913.00","1,01,280","10,44,025",59.40
TCS,EQ,24-Jun-2025,"3,393.60","3,434.60","3,442.10","3,382.00","3,392.00","3,390.40","3,408.47","34,03,048","11,59,91,75,864.40","1,78,183","20,73,351",60.93
TCS,EQ,23-Jun-2025,"3,435.70","3,415.00","3,425.00","3,370.00","3,392.00","3,393.60","3,392.20","31,23,421","10,59,52,71,627.80","1,53,401","21,60,111",69.16
TCS,EQ,20-Jun-2025,"3,424.00","3,425.00","3,446.30","3,410.90","3,429.10","3,435.70","3,432.16","23,51,248","8,06,98,55,528.70","1,00,374","16,74,052",71.20
TCS,EQ,19-Jun-2025,"3,451.40","3,450.00","3,451.00","3,413.00","3,420.00","3,424.00","3,426.54","26,72,768","9,15,83,51,862.50","1,25,292","14,33,831",53.65
TCS,EQ,18-Jun-2025,"3,515.30","3,519.10","3,538.00","3,443.10","3,455.00","3,451.40","3,483.78","26,96,327","9,39,33,97,237.60","1,03,359","12,85,029",47.66
TCS,EQ,17-Jun-2025,"3,496.30","3,510.00","3,520.00","3,488.10","3,512.00","3,515.30","3,511.25","21,11,940","7,41,55,51,942.20","1,45,498","13,31,538",63.05
TCS,EQ,16-Jun-2025,"3,445.70","3,440.00","3,509.00","3,426.20","3,496.20","3,496.30","3,493.01","19,34,088","6,75,57,88,711.20","1,09,847","11,81,835",61.11
TCS,EQ,13-Jun-2025,"3,434.20","3,393.20","3,450.50","3,393.20","3,447.40","3,445.70","3,436.18","21,78,493","7,48,56,89,915.90","1,40,820","15,21,002",69.82
TCS,EQ,12-Jun-2025,"3,471.90","3,471.90","3,474.70","3,423.20","3,432.00","3,434.20","3,447.13","40,60,134","13,99,57,94,452.10","1,64,333","24,20,793",59.62
TCS,EQ,11-Jun-2025,"3,462.90","3,470.00","3,489.00","3,449.10","3,470.80","3,471.90","3,471.90","28,47,013","9,88,45,49,517.90","1,63,525","21,72,976",76.32
TCS,EQ,10-Jun-2025,"3,421.90","3,440.00","3,485.80","3,423.20","3,461.90","3,462.90","3,462.61","24,19,874","8,37,90,90,971.30","1,09,195","15,24,141",62.98
TCS,EQ,09-Jun-2025,"3,384.20","3,400.00","3,434.00","3,390.90","3,423.00","3,421.90","3,420.68","17,18,678","5,87,90,53,289.40","73,412","12,57,044",73.14
TCS,EQ,06-Jun-2025,"3,371.10","3,371.10","3,390.90","3,358.70","3,388.00","3,384.20","3,376.59","20,70,390","6,99,08,55,288.40","94,941","14,82,546",71.61
TCS,EQ,05-Jun-2025,"3,380.90","3,409.00","3,409.00","3,363.70","3,374.00","3,371.10","3,380.39","35,84,683","12,11,76,23,680.00","1,29,913","22,61,231",63.08
TCS,EQ,04-Jun-2025,"3,405.20","3,389.00","3,394.80","3,370.00","3,381.00","3,380.90","3,382.86","25,44,807","8,60,87,17,239.60","1,85,107","17,14,119",67.36
TCS,EQ,03-Jun-2025,"3,449.80","3,446.00","3,473.50","3,400.50","3,411.40","3,405.20","3,418.44","28,48,125","9,73,61,54,029.80","1,95,278","17,46,886",61.33
TCS,EQ,02-Jun-2025,"3,463.40","3,450.00","3,460.00","3,418.60","3,445.80","3,449.80","3,441.46","18,77,585","6,46,16,35,240.30","1,05,414","11,88,069",63.28
TCS,EQ,30-May-2025,"3,498.10","3,490.00","3,506.70","3,453.10","3,460.00","3,463.40","3,473.80","34,04,365","11,82,60,74,213.60","1,04,081","25,32,800",74.40
TCS,EQ,29-May-2025,"3,497.70","3,504.70","3,532.50","3,486.50","3,494.00","3,498.10","3,500.24","31,88,072","11,15,90,21,439.90","1,46,463","16,13,813",50.62
TCS,EQ,28-May-2025,"3,498.70","3,520.00","3,529.00","3,493.00","3,500.10","3,497.70","3,501.32","12,22,933","4,28,18,80,586.60","80,594","7,74,223",63.31
TCS,EQ,27-May-2025,"3,537.30","3,532.00","3,540.00","3,483.10","3,501.00","3,498.70","3,500.34","24,67,680","8,63,77,18,829.70","1,65,908","12,51,300",50.71
TCS,EQ,26-May-2025,"3,514.60","3,521.00","3,545.00","3,510.10","3,538.00","3,537.30","3,536.37","9,67,470","3,42,13,30,419.50","67,043","5,23,834",54.14
TCS,EQ,23-May-2025,"3,477.00","3,477.00","3,535.00","3,465.60","3,508.00","3,514.60","3,511.99","12,74,331","4,47,54,40,377.40","71,383","6,74,867",52.96
TCS,EQ,22-May-2025,"3,525.80","3,495.00","3,497.80","3,451.30","3,483.40","3,477.00","3,473.54","20,34,383","7,06,65,03,817.80","1,38,574","9,94,931",48.91
TCS,EQ,21-May-2025,"3,498.30","3,508.00","3,537.00","3,498.30","3,521.10","3,525.80","3,523.98","14,40,153","5,07,50,75,089.30","72,782","9,59,668",66.64
TCS,EQ,20-May-2025,"3,518.80","3,531.80","3,558.00","3,494.00","3,503.00","3,498.30","3,515.81","20,38,374","7,16,65,41,410.90","1,38,343","12,46,214",61.14
TCS,EQ,19-May-2025,"3,561.30","3,550.00","3,550.00","3,503.70","3,518.00","3,518.80","3,522.37","25,37,377","8,93,75,85,448.80","1,29,050","15,87,809",62.58
TCS,EQ,16-May-2025,"3,579.90","3,593.90","3,593.90","3,546.10","3,561.30","3,561.30","3,559.81","16,66,727","5,93,32,24,873.80","1,17,749","10,56,392",63.38
TCS,EQ,15-May-2025,"3,548.70","3,564.00","3,600.00","3,514.10","3,576.50","3,579.90","3,565.55","35,48,330","12,65,17,35,793.00","1,72,937","16,78,653",47.31
TCS,EQ,14-May-2025,"3,515.00","3,521.00","3,561.00","3,508.60","3,547.00","3,548.70","3,543.04","21,19,499","7,50,94,59,955.30","1,36,543","14,04,895",66.28
TCS,EQ,13-May-2025,"3,620.40","3,620.40","3,623.00","3,510.50","3,518.00","3,515.00","3,541.51","30,62,887","10,84,72,50,162.20","2,21,289","17,62,852",57.56
TCS,EQ,12-May-2025,"3,440.30","3,505.00","3,630.50","3,502.20","3,626.50","3,620.40","3,577.93","22,28,678","7,97,40,51,782.10","1,46,104","11,89,063",53.35
TCS,EQ,09-May-2025,"3,448.90","3,399.00","3,446.20","3,398.10","3,439.90","3,440.30","3,428.44","25,31,757","8,67,99,86,664.60","1,51,453","15,75,315",62.22
TCS,EQ,08-May-2025,"3,445.10","3,448.00","3,477.00","3,428.70","3,434.20","3,448.90","3,451.58","25,43,591","8,77,94,05,820.40","1,16,139","15,28,153",60.08
TCS,EQ,07-May-2025,"3,460.00","3,420.60","3,459.50","3,420.60","3,448.00","3,445.10","3,442.07","14,77,128","5,08,43,83,270.50","89,334","9,49,257",64.26
TCS,EQ,06-May-2025,"3,454.30","3,460.00","3,473.00","3,437.00","3,451.60","3,460.00","3,458.05","13,24,763","4,58,11,01,196.30","65,526","8,43,965",63.71
TCS,EQ,05-May-2025,"3,444.70","3,450.00","3,504.50","3,446.40","3,454.60","3,454.30","3,466.59","12,84,443","4,45,26,37,028.70","96,657","7,20,885",56.12
TCS,EQ,02-May-2025,"3,453.70","3,472.00","3,491.50","3,420.00","3,438.00","3,444.70","3,450.76","21,15,624","7,30,05,05,304.30","1,24,212","13,44,455",63.55
TCS,EQ,30-Apr-2025,"3,472.50","3,472.00","3,509.90","3,366.00","3,431.80","3,453.70","3,464.02","28,09,332","9,73,15,86,389.30","1,29,048","19,27,631",68.62
TCS,EQ,29-Apr-2025,"3,443.50","3,455.00","3,495.00","3,430.40","3,473.00","3,472.50","3,470.18","15,78,332","5,47,70,91,995.80","95,060","8,34,027",52.84
TCS,EQ,28-Apr-2025,"3,448.00","3,435.00","3,457.80","3,405.00","3,441.00","3,443.50","3,438.58","15,93,296","5,47,86,82,188.50","94,204","9,43,941",59.24
TCS,EQ,25-Apr-2025,"3,401.60","3,420.00","3,477.80","3,405.00","3,434.00","3,448.00","3,442.01","27,42,991","9,44,14,14,787.60","1,51,400","14,29,795",52.13
TCS,EQ,24-Apr-2025,"3,413.00","3,401.10","3,412.50","3,387.70","3,406.00","3,401.60","3,398.95","22,52,175","7,65,50,36,870.70","1,58,061","15,66,847",69.57
TCS,EQ,23-Apr-2025,"3,314.40","3,365.00","3,420.90","3,337.30","3,405.00","3,413.00","3,398.75","35,43,923","12,04,48,99,557.30","1,64,989","20,82,133",58.75
TCS,EQ,22-Apr-2025,"3,321.60","3,322.60","3,333.90","3,295.00","3,312.50","3,314.40","3,315.22","27,10,498","8,98,58,99,446.70","1,51,282","16,10,606",59.42
TCS,EQ,21-Apr-2025,"3,298.90","3,290.10","3,354.00","3,284.10","3,319.00","3,321.60","3,325.96","24,32,946","8,09,18,78,392.80","1,27,748","14,26,351",58.63
TCS,EQ,17-Apr-2025,"3,273.80","3,245.50","3,303.60","3,218.00","3,297.40","3,298.90","3,262.86","29,32,346","9,56,78,36,127.70","1,83,984","14,37,783",49.03
TCS,EQ,16-Apr-2025,"3,248.20","3,248.20","3,278.10","3,229.00","3,274.00","3,273.80","3,260.92","23,84,391","7,77,53,04,840.90","1,31,199","14,11,198",59.18
TCS,EQ,15-Apr-2025,"3,231.50","3,314.40","3,314.40","3,238.60","3,255.00","3,248.20","3,257.87","35,12,160","11,44,21,74,035.70","1,66,106","22,97,346",65.41
TCS,EQ,11-Apr-2025,"3,246.60","3,289.55","3,298.95","3,206.00","3,238.00","3,231.50","3,243.04","71,08,961","23,05,46,18,625.45","3,54,463","41,01,170",57.69
TCS,EQ,09-Apr-2025,"3,292.95","3,260.55","3,270.00","3,212.05","3,239.00","3,246.60","3,248.58","29,90,265","9,71,41,05,049.50","1,84,251","18,85,168",63.04
TCS,EQ,08-Apr-2025,"3,274.05","3,302.05","3,349.00","3,255.30","3,292.80","3,292.95","3,296.22","55,57,558","18,31,89,27,917.45","2,36,248","32,24,046",58.01
TCS,EQ,07-Apr-2025,"3,299.40","3,100.00","3,291.40","3,056.05","3,285.00","3,274.05","3,167.51","66,23,955","20,98,14,63,559.10","3,86,019","43,78,585",66.10
TCS,EQ,04-Apr-2025,"3,403.15","3,362.60","3,399.65","3,295.50","3,304.85","3,299.40","3,318.10","53,17,367","17,64,35,41,008.05","2,16,133","38,55,516",72.51
TCS,EQ,03-Apr-2025,"3,543.95","3,491.00","3,502.00","3,396.15","3,403.30","3,403.15","3,422.75","45,37,821","15,53,18,09,156.15","2,48,807","29,83,469",65.75
TCS,EQ,02-Apr-2025,"3,550.80","3,544.00","3,564.10","3,530.05","3,545.00","3,543.95","3,547.15","17,64,313","6,25,82,90,323.80","80,651","12,04,853",68.29
TCS,EQ,01-Apr-2025,"3,606.15","3,572.70","3,584.00","3,525.00","3,556.45","3,550.80","3,548.01","26,18,493","9,29,04,45,221.40","1,67,344","16,72,092",63.86
TCS,EQ,28-Mar-2025,"3,651.20","3,651.00","3,660.95","3,591.90","3,604.00","3,606.15","3,613.75","20,51,919","7,41,51,24,946.40","1,29,740","14,28,630",69.62
TCS,EQ,27-Mar-2025,"3,635.80","3,614.85","3,663.00","3,610.50","3,645.00","3,651.20","3,649.02","25,28,474","9,22,64,48,354.45","1,25,080","17,51,050",69.25
TCS,EQ,26-Mar-2025,"3,657.75","3,647.75","3,680.50","3,625.85","3,630.55","3,635.80","3,656.16","17,34,499","6,34,15,97,992.40","1,41,204","11,25,435",64.89
